affil_norm,mapped_to,label,latitude,longitude,match_type,score,suggestions
university of utah  assistant professor,,university of utah  assistant professor,,,suggested,,"[('university of washington', 0.6031746031746031), ('university of munster', 0.6), ('university of utah', 0.631578947368421), ('university of southern mississippi', 0.6301369863013698), ('the university of texas at el paso', 0.6301369863013698)]"
university of wisconsin   madison,,university of wisconsin   madison,,,suggested,,"[('university of wisconsin-madison, madison', 0.8493150684931506), ('university of wisconsin', 0.8214285714285714), ('university of wisconsin-milwaukee', 0.7575757575757576), ('university of southern maine', 0.7213114754098361), ('university of washington', 0.631578947368421)]"
university of zurich,,university of zurich,,,suggested,,"[('university of utah', 0.8421052631578947), ('university of ar', 0.8333333333333334), ('university of warwick', 0.8292682926829268), ('university of turku', 0.8205128205128205), ('university of pau', 0.8108108108108109)]"
university rennes  inserm  ehesp  irset    umr_s1085  f-35000,,university rennes  inserm  ehesp  irset    umr_s1085  f-35000,,,unmapped,,[]
universität leipzig,,universität leipzig,,,suggested,,"[('university of liege', 0.6842105263157895), ('university of michigan', 0.6341463414634146), ('university of limerick', 0.6341463414634146), ('university of pavia', 0.5789473684210527), ('university of miami', 0.631578947368421)]"
université catholique de louvain   place l  pasteur 1,,université catholique de louvain   place l  pasteur 1,,,suggested,,"[('universite catholique de louvain', 0.7294117647058823)]"
université catholique de louvain  place l  pasteur 1,,université catholique de louvain  place l  pasteur 1,,,suggested,,"[('universite catholique de louvain', 0.7380952380952381)]"
université claude bernard lyon i,,université claude bernard lyon i,,,suggested,,"[('université de sherbrooke', 0.6428571428571429), ('university at buffalo', 0.6037735849056604)]"
université côte d azur,,université côte d azur,,,suggested,,"[('university of ar', 0.6842105263157895), ('university of pau', 0.6666666666666666), ('university of notre dame', 0.6521739130434783), ('university of canterbury', 0.6521739130434783), ('university college dublin', 0.6382978723404256)]"
université de lorraine,,université de lorraine,,,suggested,,"[('university of maine', 0.7317073170731707), ('university of florida', 0.6976744186046512), ('university of liege', 0.6829268292682927), ('university of delaware', 0.6818181818181818), ('university of surrey', 0.6666666666666666)]"
université de lorraine  cnrs,,université de lorraine  cnrs,,,suggested,,"[('university of maine', 0.6382978723404256), ('university of colorado denver', 0.45614035087719296), ('university of oregon', 0.5833333333333334), ('university of florida', 0.6122448979591837), ('université grenoble alpes', 0.6037735849056604)]"
université de lyon,,université de lyon,,,suggested,,"[('university of dayton', 0.7368421052631579), ('university of wyoming', 0.717948717948718), ('université de sherbrooke', 0.7142857142857143), ('universidade de lisboa', 0.7), ('university of rhode island', 0.6818181818181818)]"
uofa,,uofa,,,unmapped,,[]
upmc surgery department,,upmc surgery department,,,unmapped,,[]
us army combat capabilities development command chemical biological center,,us army combat capabilities development command chemical biological center,,,unmapped,,[]
us army devcom chemical biological center,,us army devcom chemical biological center,,,unmapped,,[]
us army devcom soldier center,,us army devcom soldier center,,,unmapped,,[]
us army engineer research and development center,,us army engineer research and development center,,,unmapped,,[]
us army engineer research and development center  environmental laboratory  vicksburg  ms 39180  united states,,us army engineer research and development center  environmental laboratory  vicksburg  ms 39180  united states,,,unmapped,,[]
us doe national energy technology laboratory,,us doe national energy technology laboratory,,,suggested,,"[('national renewable energy laboratory', 0.65), ('national chemical laboratory', 0.6388888888888888), ('idaho national laboratory', 0.6376811594202898), ('national university of technology', 0.6233766233766234), ('los alamos national laboratory', 0.6216216216216216)]"
us doe netl,,us doe netl,,,unmapped,,[]
us environmental protection agency,,us environmental protection agency,,,unmapped,,[]
usda,,usda,,,unmapped,,[]
usda forest products laboratory,,usda forest products laboratory,,,unmapped,,[]
usda-ars,,usda-ars,,,unmapped,,[]
usra research institute for advanced computer science,,usra research institute for advanced computer science,,,unmapped,,[]
utrecht university,,utrecht university,,,suggested,,"[('trine university', 0.8235294117647058), ('maastricht university', 0.8205128205128205), ('purdue university', 0.8), ('southwest university', 0.7894736842105263), ('duke university', 0.7878787878787878)]"
uw madison,,uw madison,,,unmapped,,[]
uw-madison,,uw-madison,,,unmapped,,[]
va ann arbor health system,,va ann arbor health system,,,unmapped,,[]
vaccine production program  nih niaid,,vaccine production program  nih niaid,,,unmapped,,[]
vale,,vale,,,unmapped,,[]
valent biosciences llc,,valent biosciences llc,,,unmapped,,[]
valgotech llc,,valgotech llc,,,unmapped,,[]
varda space industries,,varda space industries,,,suggested,,"[('ppg industries', 0.6666666666666666)]"
ventus therapeutics,,ventus therapeutics,,,unmapped,,[]
veranova,,veranova,,,suggested,,"[('aveva', 0.6153846153846154)]"
verdetek,,verdetek,,,unmapped,,[]
vertex pharmaceuticals,,vertex pharmaceuticals,,,suggested,,"[('janssen pharmaceuticals', 0.7555555555555555)]"
vertex pharmaceuticals inc,,vertex pharmaceuticals inc,,,suggested,,"[('janssen pharmaceuticals', 0.6938775510204082)]"
virginia tech,,virginia tech,,,unmapped,,[]
vishwamitra research institute,,vishwamitra research institute,,,unmapped,,[]
vito,,vito,,,unmapped,,[]
vivodyne  inc,,vivodyne  inc,,,unmapped,,[]
vlp therapeutics,,vlp therapeutics,,,unmapped,,[]
volkswagen group of america,,volkswagen group of america,,,unmapped,,[]
vrije universiteit brussel,,vrije universiteit brussel,,,suggested,,"[('trine university', 0.6190476190476191)]"
w  l  gore and associates  inc,,w  l  gore and associates  inc,,,unmapped,,[]
w l  gore and associates  inc,,w l  gore and associates  inc,,,unmapped,,[]
wadsworth center  new york state dept health,,wadsworth center  new york state dept health,,,unmapped,,[]
wageningen university and research,,wageningen university and research,,,suggested,,"[('groningen university', 0.6666666666666666), ('washington university in st louis', 0.6268656716417911), ('eindhoven university of technology', 0.6176470588235294), ('california state university long beach', 0.6111111111111112), ('american university of beirut', 0.5714285714285714)]"
wake health,,wake health,,,unmapped,,[]
waseda university,,waseda university,,,suggested,,"[('masaryk university', 0.8), ('iowa state university', 0.7894736842105263), ('rowan university', 0.7878787878787878), ('qatar university', 0.7878787878787878), ('lamar university', 0.7878787878787878)]"
washington river protection solutions,,washington river protection solutions,,,suggested,,"[('washington university in st louis', 0.6857142857142857)]"
weill cornell medical college,,weill cornell medical college,,,unmapped,,[]
weldon school of biomedical engineering  purdue university,,weldon school of biomedical engineering  purdue university,,,unmapped,,[]
whitehead institute,,whitehead institute,,,suggested,,"[('the cyprus institute', 0.6666666666666666)]"
whitehead institute for biomedical research,,whitehead institute for biomedical research,,,suggested,,"[('tata institute of fundamental research', 0.691358024691358)]"
worfolk consulting,,worfolk consulting,,,suggested,,"[('process consultant', 0.5555555555555556)]"
worldwide research and development  pfizer healthcare india pvt ltd,,worldwide research and development  pfizer healthcare india pvt ltd,,,unmapped,,[]
worldwide research and development  pfizer inc,,worldwide research and development  pfizer inc,,,unmapped,,[]
worldwide research and development  pfizer products india pvt ltd,,worldwide research and development  pfizer products india pvt ltd,,,unmapped,,[]
worley group,,worley group,,,unmapped,,[]
wpi,,wpi,,,unmapped,,[]
wvurc,,wvurc,,,unmapped,,[]
wyss institute for biologically inspired engineering at harvard university,,wyss institute for biologically inspired engineering at harvard university,,,unmapped,,[]
xi an jiaotong uni,,xi an jiaotong uni,,,suggested,,"[('xian jiaotong university', 0.8095238095238095)]"
xprize,,xprize,,,suggested,,"[('pfizer', 0.6666666666666666)]"
yale university,,yale university,,,suggested,,"[('ege university', 0.8275862068965517), ('yantai university', 0.8125), ('tulane university', 0.8125), ('nagoya university', 0.8125), ('lehigh university', 0.8125)]"
